seed,diffuser_epoch0,diffuser_epoch200k,diffuser_epoch400k,diffuser_epoch600k,flowmatching_epoch0,flowmatching_epoch200k,flowmatching_epoch400k,flowmatching_epoch600k
103,,,,,,,,
104,,,,,,,,
105,,,,,,,,
106,,,,,,,,
107,,,,,,,,
108,,,,,,,,
109,,,,,,,,
110,,,,,,,,
111,,,,,,,,
112,,,,,,,,
113,,,,,,,,
114,,,,,,,,
115,,,,,,,,
116,,,,,,,,
117,,,,,,,,
118,,,,,,,,
119,,,,,,,,
120,,,,,,,,
121,,,,,,,,
122,,,,,,,,
123,,,,,,,,
124,,,,,,,,
125,,,,,,,,
126,,,,,,,,
127,,,,,,,,
128,,,,,,,,
129,,,,,,,,
130,,,,,,,,
131,,,,,,,,
132,,,,,,,,
133,,,,,,,,
134,,,,,,,,
135,,,,,,,,
136,,,,,,,,
137,,,,,,,,
138,,,,,,,,
139,,,,,,,,
140,,,,,,,,
141,,,,,,,,
142,,,,,,,,
143,,,,,,,,
144,,,,,,,,
145,,,,,,,,
146,,,,,,,,
147,,,,,,,,
148,,,,,,,,
149,,,,,,,,
Average,0.6501482208463014,0.5896986167349194,0.6330231400948353,0.6415584406412865,0.5127236488907757,0.5271705477638843,0.5879454323081977,0.5600193926062139
StdError,0.030719739227625525,0.032805173340503375,0.03215202472126279,0.03201932014394411,0.04153730864747559,0.04486618066740225,0.04558681313605117,0.04602591136954251
Formatted,65.0±3.1,59.0±3.3,63.3±3.2,64.2±3.2,51.3±4.2,52.7±4.5,58.8±4.6,56.0±4.6
